Search Term,01,02,03,04,05,06,07,08,09,10,11,12,方差,均值
brumate,4665.9677,7104.2857,5119.6,4450.9,3068.4194,1728.8333,2314.4286,4765.3548,3976.1333,4626.0333,2730.6923,0,0.0627,3712.554
mirrors for wall,10465.9032,6533.8929,7781.5333,5042.7667,3347.6452,3786.7,2043.2857,2301.0323,4337.7333,6151.7667,5739.4615,0,0.0662,4794.3101
scooter,3444.7742,3655.9643,1529.3667,1434.9,1534.3226,1642.3667,3257.6071,3990.2258,1675.3333,3314.5333,2718.1538,0,0.0845,2349.7956
amazon basics,2510.8387,4452.8929,3895.5,3463.9333,3510.8387,1979.3667,1377.3929,1352.2903,1973.2667,2357.3667,3110.8462,0,0.0735,2498.7111
kids water shoes,58240.0,25991.6429,6787.4,6375.9,3883.0968,3338.9,2043.5,10728.7419,34932.2333,59050.1333,53289.0769,0,0.1436,22055.0521
bracelet,9198.8065,8997.6786,6959.0333,6382.0333,4890.1935,4917.2,3781.6071,4117.2258,4985.2667,5476.2,3931.1923,0,0.0659,5303.0364
outdoor chairs,8852.871,8597.0357,1585.9667,775.5,705.0,875.1,1458.8214,2338.3226,2751.4333,4674.7667,7217.1538,0,0.1207,3319.3309
gaming mouse pad,1813.0968,2097.9286,1832.5333,2226.2667,1715.2258,1846.4667,1657.8929,1688.1613,1981.6667,2449.1,2293.1154,0,0.0591,1800.1212
paper shredder,1479.3226,2423.8929,3943.7,7127.5,5907.0,5581.9333,1874.5,1807.3871,2045.4,2376.1667,2390.8077,0,0.0803,3079.8009
bathroom trash can,2641.2258,2122.0714,2123.2,2133.2,3306.5806,6585.5333,1757.0,1592.5161,1298.1667,1519.3333,1701.9615,0,0.053,2231.7324
iphone se case,1305.7742,1893.5,1243.7667,900.4333,1595.0,1496.8333,1215.4643,552.0,567.2,581.5667,636.8077,0,0.0768,999.0288
i alone can fix it,0.0,0.0,0.0,0.0,0.0,0.0,14720.5833,83015.3871,139140.5,373513.6667,409184.2692,0,0.1228,84964.5339
pen,1920.6774,2294.1786,2157.4333,1987.4667,2116.1613,1952.5667,1843.3929,1630.8387,1681.5667,2053.1333,1998.2308,0,0.0623,1802.9705
tea kettle,517.9677,567.5714,1016.8667,1206.7333,1546.0645,1172.4333,1655.75,1591.4516,1305.8,1228.3333,727.4231,0,0.0841,1044.6996
garmin watch,1778.5161,2000.6786,2194.5,2339.6667,1949.0323,3264.3667,1550.9286,1725.2903,1858.9667,1939.8,1298.0769,0,0.0487,1824.9852
vegan,1234.4194,1089.5714,1465.3,1650.9,1906.1613,1959.6,2031.9286,1689.6452,1886.2,3638.3667,3844.1154,0,0.0666,1866.3507
plus size dress,11963.2258,1394.5714,561.3667,2961.6667,1148.3871,2797.6,1812.3929,2301.2258,399.0,1038.3,1326.7692,0,0.0646,2308.7088
laptop bag,1628.4516,1652.1429,1985.1667,1369.5,3338.0968,2371.7,2027.4643,1458.1935,827.9333,1039.9333,1106.7692,0,0.0578,1567.1126
k cups,1178.1935,1464.7143,1789.9333,1944.5,1912.0968,2142.8667,2044.0714,1740.2581,1501.8667,1498.8,1401.8846,0,0.0644,1551.5988
exercise bike,407.7419,1543.6786,3382.2667,5804.0333,6201.5484,3183.7,1552.0,1719.8387,1718.1,1940.2,1688.9615,0,0.0876,2428.5058
socks for men,956.3871,1035.0,790.0,823.7,1008.1613,1511.9,1703.7857,1467.1613,1047.3,813.9,555.4615,0,0.0655,976.0631
sailor moon,2012.0968,2048.7857,1951.8333,2119.9333,2194.4194,1759.7,1502.4286,2057.6774,2536.9,2837.6667,2047.7692,0,0.0547,1922.4342
camping tent,7201.129,4093.4643,2158.1333,1412.0667,2978.8387,2003.2667,1468.3929,2320.0323,3110.8,5707.7667,7175.2692,0,0.0941,3302.43
running shorts for women,16750.8065,13257.8929,4154.5667,2243.7,3253.8065,20058.4333,2084.75,2101.7742,4992.7333,14240.7333,30193.1154,0,0.0886,9444.3593
wall shelves,731.129,764.0357,763.6,998.8,1010.5161,3722.5333,1628.7143,1382.2258,1642.3333,1535.8,1336.8846,0,0.0536,1293.0477
sex doll,1907.4516,2620.3571,1466.3667,1578.6333,1954.4194,1827.6,1504.9643,1775.2258,1958.7333,1991.1,2317.3462,0,0.0544,1741.8498
cell phone,2107.0968,1835.7857,1831.8667,1848.9333,1935.9677,1882.8667,1828.6786,2079.129,1851.0333,2505.8,1728.6538,0,0.0524,1786.3176
cream cheese,1204.4516,903.7857,1318.5333,1654.1667,1813.1935,2003.3667,1651.25,1348.2581,1233.9667,1281.2667,1469.1538,0,0.0601,1323.4494
bigfoot,2641.3548,1761.9286,933.0667,932.2,1874.9032,2806.1,1685.9286,3103.8387,4522.6,8885.6667,6461.3077,0,0.0751,2967.4079
purple shampoo,2060.3226,1914.4643,1806.3,1886.8667,2468.8065,3668.6,1863.0,2028.6129,2195.5333,2536.5667,3202.0,0,0.0535,2135.9228
cornhole bags,14825.9032,14457.6786,7389.1667,2933.8667,6346.2258,4683.3667,1866.5,2224.5806,3033.5,4687.2333,6075.2308,0,0.0908,5710.271
bookcase,825.7419,1102.9643,1047.0667,1891.4333,1625.4194,2108.7667,1653.0714,1656.129,1414.6333,1706.8,1889.4231,0,0.0705,1410.1208
classic movies,2572.3871,2096.8214,2316.8333,2198.7667,2628.871,3581.2,1519.25,1583.8065,1650.6333,3853.2,4126.2692,0,0.0706,2344.0032
inflatable pool,8753.9677,5304.25,1194.2333,1697.4333,706.0323,299.3667,1790.2143,5836.8065,9247.7,21700.5667,27341.6538,0,0.0964,6989.352
tower fan,9459.9032,9050.1786,5299.9667,3398.4667,2376.0323,1398.0333,2261.0,1959.2581,4277.2,7094.0667,9406.6154,0,0.115,4665.0601
window privacy film,29450.9677,20156.5357,14121.0333,13898.2333,11875.9032,11791.3667,1694.0714,941.4194,1392.2,1614.2333,1886.9615,0,0.0933,9068.5771
hair clip,5009.4516,4172.0714,4438.2667,4093.0667,3442.1935,2661.0667,2053.4286,3079.2903,3329.6333,4128.2333,4822.8462,0,0.0708,3435.7957
travel,3994.3226,2813.5357,2106.9333,2209.4,1902.129,1535.9,1593.1429,2362.9355,2977.3667,3339.6333,2995.9231,0,0.0613,2319.2685
slip and slide,96453.4839,54598.5357,9739.9,3997.1,1582.5806,531.0,1500.0,6606.6452,39380.8333,103417.8,124869.5385,0,0.128,36889.7848
chicago fire,3997.0,2353.6429,1793.4667,2109.3667,2251.3226,1881.0667,1280.9286,1616.7419,1215.0667,1279.6,1457.3077,0,0.0506,1769.6259
shaker bottle,1808.3548,2124.8929,1653.7333,1727.3333,1968.2258,1849.9667,1724.4643,1839.1935,2346.1,2682.8667,2970.7308,0,0.0544,1891.3218
tape,2186.4516,2645.2143,2632.2333,2034.9,2339.2581,2659.3333,2181.0714,1848.5806,1905.2333,2201.3667,2195.6538,0,0.0647,2069.108
vines,1204.9355,2040.1429,2022.9333,2022.6,2175.7742,2595.0,1667.0714,1710.5806,2871.2333,5892.2333,3024.3846,0,0.0511,2268.9074
bottled water,3365.4194,1892.6786,2698.3,2516.6333,2500.0645,2041.2667,1987.6786,1575.0,1698.2333,2490.6333,4385.0,0,0.0531,2262.5756
pools,17160.4839,8116.0357,1928.1333,1174.4667,616.6774,202.5667,1274.3929,7923.1613,22467.2333,51176.0333,61416.7308,0,0.1065,14454.6596
beads for jewelry making,3573.3226,3083.25,3117.9,2266.7,2150.3871,1666.9333,2297.7857,5107.6129,3275.6667,4722.8333,3437.1923,0,0.0652,2891.632
concealer,1590.4194,1570.6071,1638.7,1571.7333,1853.2258,1869.2333,1717.7143,1686.2903,1809.7,1600.7,1639.8077,0,0.0651,1545.6776
dog bowls,2950.0,3252.7857,2599.1,3212.9,2490.8387,2301.1667,2459.6786,1535.8387,1603.3667,1957.5333,2292.4615,0,0.0687,2221.3058
wireless charger,607.1935,532.0357,598.1,709.2667,725.9032,1167.3667,1429.6786,716.6452,760.6333,860.2333,843.8077,0,0.0536,745.9053
end tables,1597.3871,1655.8929,1374.5,1808.7667,1935.0,1771.0333,1719.1071,1876.7419,2473.0,3142.3667,3218.5385,0,0.062,1881.0278
pacifiers,17074.5484,17458.4286,16035.2333,17727.4,15266.3548,16702.0333,10992.3214,15230.6774,16582.7,18562.5667,20869.6538,0,0.0597,15208.4931
brita filter,1630.0645,7018.8929,6550.9,14966.6667,4706.7419,8140.7333,5335.8929,7459.3226,8755.9667,11761.7333,14174.6538,0,0.0836,7541.7974
carry on luggage,3490.1935,2121.1071,933.9,5053.1667,4482.6129,1421.5333,1729.1071,598.0,801.5,952.4,794.8462,0,0.0946,1864.8639
macbook air case,2265.129,1707.1071,2076.5333,2775.6333,2963.4516,3673.1333,2131.5,1237.5161,1800.3667,2300.3333,1477.0769,0,0.0586,2033.9817
clipboards,41628.8387,37715.8929,23512.4,3283.6333,3355.871,3170.1,2214.7857,1525.4194,2037.0333,3216.4,4245.7308,0,0.1183,10492.1754
robes for women,5131.0968,5822.7857,6833.6333,1588.7,3955.0,23963.3,5849.1071,1730.0323,1247.7333,969.2333,611.1538,0,0.067,4808.4813
tablecloth,4505.7742,7707.1429,4760.5333,4323.2333,923.6774,4908.2667,1808.2143,7570.2581,7446.7667,9028.2,4145.2692,0,0.0908,4760.6113
sound bars for tv,2435.3548,1248.9286,1308.9,1333.2667,3084.6129,21749.3,3037.3214,1607.9032,1532.5333,1984.4667,1201.7692,0,0.0663,3377.0297
online shopping,4502.0323,5002.3929,3100.5667,2207.3333,2225.0968,1797.0667,1731.7857,2070.2581,2873.0333,1522.2333,1443.7308,0,0.0677,2372.9608
snorkel mask,22434.4516,17059.8214,9998.3667,9719.1333,5261.9677,4327.5333,5017.6429,6584.4839,17429.8,18239.0333,16816.0385,0,0.0913,11074.0227
salsa,748.4194,673.9643,1162.1667,1281.0,1405.2581,1612.5,1627.6071,1568.2581,1660.8667,2625.3333,4556.1538,0,0.0573,1576.794
sharpies,9565.5806,8615.75,4798.3333,2321.0,2596.0645,2580.3333,2183.9643,1825.2903,2638.3333,5508.2667,5713.3846,0,0.0827,4028.8584
deodorant men,172888.4516,188896.5714,165481.2667,150431.3,125247.0323,6109.6,1977.5,1767.0968,1678.5667,2202.3,2642.2692,0,0.1761,68276.8296
lol dolls,1606.6774,1613.4643,1516.9667,2080.9667,2701.0968,2242.2,1797.5714,1678.6774,1628.0667,1059.3,568.5,0,0.0661,1541.124
baby bathtub,1932.3548,1854.6429,1859.5,2142.0667,2207.6129,1996.8333,1645.7143,1968.6774,1888.5333,1824.9667,2458.8077,0,0.0562,1814.9758
green tea,1545.3871,1527.5357,1850.2333,1657.5667,1861.3226,2123.2,1902.7143,2014.2258,1948.8667,2087.6333,2700.0385,0,0.0511,1768.227
running shoes for men,1506.6774,1836.1429,997.2667,947.0,1062.4516,8231.6,3878.4286,1339.4839,1569.4,2032.4667,2334.8077,0,0.0616,2144.6438
bathroom set,2714.6129,2152.5,1257.9333,1202.9333,1369.3871,2033.7,1757.3214,1362.0645,1451.0333,1732.0333,2245.1154,0,0.0584,1606.5529
entryway table,1737.2903,2281.5,1939.1667,2530.4333,2967.2581,2244.8333,2470.9643,7051.4839,1867.4667,1931.3,2056.1538,0,0.0487,2423.1542
peel and stick backsplash,1433.5484,1473.8571,1471.8,1643.6,8016.4194,3248.2667,1596.25,1629.0323,1979.4333,2233.4,2912.5769,0,0.0556,2303.182
ski mask,357.871,389.3929,787.2667,1082.8667,1456.9032,2106.4,2585.6429,2044.1613,1075.5333,450.7,601.2308,0,0.0906,1078.1641
iron,1855.8387,2010.8929,1559.3667,1511.3667,1625.7419,1581.8667,1734.7143,1149.9032,1071.5667,1432.1333,1771.7308,0,0.0631,1442.0935
artificial flowers,2115.4516,2236.4643,1489.6667,1142.8,1468.4516,4286.1667,3183.25,2064.8065,2214.4,3220.8333,4452.2692,0,0.0768,2322.88
gaming hats,0.0,0.0,0.0,0.0,0.0,0.0,1619.6667,5004.8065,6182.6667,8961.7,9487.4231,0,0.1433,2604.6886
toys for 3 year old boys,2936.2581,3192.25,2575.3333,2971.6,2538.8065,2440.1333,2173.5714,2137.9355,1989.3,1121.8,597.9231,0,0.0884,2056.2426
pandora charms,974.9032,936.0,1533.3,1413.5333,6029.6129,4304.2,1974.6786,2454.8387,1950.9333,1961.4333,1093.9231,0,0.0671,2052.2797
fidget toy,1183.9032,69.4643,36.6,378.7,762.2903,346.1333,1233.5357,109.8387,378.8667,1808.7667,3250.5769,0,0.0801,796.5563
travel bottles,12921.5161,7462.0,6424.8333,5913.5333,4212.1935,2287.9,2048.0,3441.0323,4590.9333,5656.8667,7049.0769,0,0.06,5167.3238
cock ring,2320.2258,2433.9286,2559.3667,2277.3333,1583.4839,1428.2667,1710.6071,1745.871,1762.7,1949.7667,2571.8846,0,0.0691,1861.9529
kitchen table,1832.0968,2026.0,1289.0333,1729.9,1932.9677,1995.3667,1610.4643,1748.4516,1977.6333,2894.2333,2455.1923,0,0.0528,1790.9449
trash cans,18335.2903,20602.8571,16510.5333,14904.7667,12514.9677,9799.9667,9071.7143,11576.6774,13575.1667,18461.1667,19848.5385,0,0.0725,13766.8038
sexy lingerie for women naughty for sex,1630.6129,4188.9286,3700.3667,6130.0,11337.3871,7669.9333,5581.0,77488.7097,66472.5333,117577.7333,41878.4615,0,0.0992,28637.9722
google,2792.4839,2988.2857,3670.4333,2823.6,4162.3548,3722.1,1585.1786,1485.4516,2324.8,4813.5,4135.7308,0,0.0739,2875.3266
3d printer,405.8387,392.5714,364.0667,535.9,590.0323,574.9333,1301.75,1519.1935,1877.7667,1762.0,1316.0385,0,0.1028,886.6743
surge protectors,21372.7742,29822.9286,25007.7667,15548.9333,30075.6452,28686.5,2547.9286,16412.6452,50081.1333,53401.4667,50931.0385,0,0.1002,26990.73
puppy toys,1637.3548,1666.75,1638.8667,1946.3,2173.5806,2283.1,1932.6429,2314.5161,2440.8,2816.7333,2716.6923,0,0.0625,1963.9447
jewelry holder,11230.9677,15230.6786,9626.8667,10408.9667,8089.7097,6645.6,1726.5357,2678.5161,10271.5333,15910.4667,9105.0769,0,0.0894,8410.4098
goth,1912.3226,2274.4286,2083.5333,2248.8333,1867.0323,2022.1,1733.7857,1821.0645,1761.2,1790.8667,2082.0,0,0.0628,1799.7639
one piece bathing suits for women tummy control,350683.5484,236422.1071,41796.0,13610.1333,262139.4839,291093.9,58352.5,264666.7742,160069.9667,0.0,0.0,0,0.1345,139902.8678
swim suit,41901.7419,33576.0714,12057.3,11309.2667,5698.4194,939.6333,2697.5,10179.9032,36500.1,71954.1333,64837.4231,0,0.1115,24304.291
king size sheets,2965.8387,11949.5,9817.2333,10055.6667,11212.6774,18101.7333,2289.8571,1986.1935,1850.5667,1981.3667,2023.4615,0,0.0925,6186.1746
hose,6906.1935,6367.3571,2305.2,978.0333,718.9677,814.7,1642.3571,2376.7742,2585.1667,4188.9333,6845.9231,0,0.1201,2977.4672
wagon,8164.9677,6720.5,2897.4667,2217.6,2000.9032,1546.3333,1591.8571,2246.0323,2563.5667,3272.3,4501.8462,0,0.0726,3143.6144
puppy pads,2409.4839,2420.4286,2797.9,2728.9333,2640.2903,2621.8333,1806.7857,1790.0,1605.1,1799.5667,2326.0,0,0.0705,2078.8602
meal prep container,1044.8387,2101.3929,2155.5667,2155.3333,2430.9355,2298.9,1831.75,1592.2903,2026.1,2598.5667,3476.8077,0,0.055,1976.0401
gucci,1601.129,1579.4286,1336.2667,1157.4333,1403.6774,1648.0333,1797.1071,3695.0,2263.6667,2807.5667,2265.7692,0,0.056,1796.2565
watches for men,582.3548,563.9286,507.2667,504.3667,1635.3226,4058.0,3727.5714,2415.1935,2330.6333,2577.9,1753.2308,0,0.0994,1721.314
massager,1045.2581,1019.3571,867.6667,999.3667,970.3548,1411.3667,1648.5,1472.2903,1828.4333,1749.4333,1040.9231,0,0.0681,1171.0792
queen size bed frame,9637.0645,7681.2143,2000.9667,8396.1667,8605.6452,16005.2,2841.75,1355.4839,4592.3667,4951.3667,4375.7692,0,0.0708,5870.2495
dining table,2477.9355,1959.3571,1566.2667,1865.1667,1938.4516,1699.8667,1630.2857,1453.4516,1471.4333,1931.0333,1696.5769,0,0.0515,1640.8188
queen mattress,546.7097,1307.8929,1125.2,1373.3,1584.4839,1608.2333,1815.9643,2019.9355,2539.0333,2907.8,1963.9231,0,0.0687,1566.0397
flash drive,1455.1935,2003.1786,1690.1,998.2333,2466.6774,1819.8667,2130.6071,1009.6129,1388.1667,1819.0667,1702.5,0,0.0631,1540.2669
starbucks cups,2795.8065,1318.8571,1360.4667,1637.8667,5064.3226,5324.5,3556.1786,1121.4516,1213.0333,1892.8333,1308.4231,0,0.0877,2216.145
bento box for kids,68485.7419,46511.0,10332.5,7652.0667,11989.9032,41872.6667,2468.5,1565.8065,3766.2667,11316.2,17165.2308,0,0.0926,18593.8235
jewelry cleaner,2532.3871,4739.6786,2561.6,5420.2333,2651.129,7162.0,1634.6786,1930.3226,2230.6333,2740.1,2669.8462,0,0.0642,3022.7174
iphone 7 case,530.6452,676.1071,605.2667,747.8,830.3871,1063.2,1614.3929,1141.0645,1181.7333,1281.0667,1482.5,0,0.0723,929.5136
gifts for mom,1408.0645,1454.6786,1477.4,984.6333,1756.4839,2736.5,2362.4643,2352.2903,1820.1333,1156.0,201.8077,0,0.0834,1475.8713
body scrub,1336.7419,1355.5,1395.8333,1550.0,1916.6774,1731.0667,1527.3929,1711.7742,1755.7333,2373.5,2069.6154,0,0.0546,1560.3196
iphone 12 pro,1607.2903,1773.5,1513.0,1567.8,1662.129,1602.3,1411.6786,1681.2903,1480.9667,2569.4333,3018.9231,0,0.051,1657.3593
probiotics,701.0645,719.5714,780.2333,606.6667,504.0,1919.1,1937.5714,1982.871,2018.7667,2397.1333,3637.0385,0,0.0756,1433.6681
thank you stickers,1472.2903,1361.2143,1401.0667,1616.3,1817.4839,2273.2667,2090.9643,2416.8065,2479.4333,3269.0667,4588.5,0,0.0553,2065.5327
blue light glasses for women,717.0968,1115.5357,1269.3,2213.9,2795.9355,3180.9,2671.3929,2692.1935,1849.9,2042.5333,1176.0,0,0.0843,1810.3906
resistance band,10264.5484,4996.1429,5330.1333,5092.7667,9511.3871,1281.5333,4040.4286,3125.0968,1341.5667,1865.0667,2347.2692,0,0.0886,4099.6616
keurig,1704.9677,1226.0714,2069.4,1260.9667,1048.8387,1783.1,1976.0714,2113.2903,2138.3333,1870.0667,1278.9615,0,0.0767,1539.1723
little women,3741.3226,4144.8929,6019.2667,4961.7333,2050.129,3069.2667,1664.3214,2125.4516,1674.2667,1894.4,1909.7692,0,0.0709,2771.235
bounce house,5465.8065,4581.7857,1905.4,1538.1,1484.2581,1200.9,1650.1071,2721.7742,2882.6,3248.5,3766.7308,0,0.0738,2537.1635
wrath of man,0.0,0.0,0.0,0.0,0.0,0.0,1852.5,2969.3548,5975.0333,14500.1,16332.8077,0,0.1189,3469.1496
nightmare before christmas,3207.871,4681.8214,4383.9,4652.7333,4625.3871,4654.6667,2159.1071,797.2258,264.1333,208.1333,382.5,0,0.1772,2501.4566
micro sd,8804.0,8534.8929,6671.1333,6612.7333,6672.7097,1415.8667,1906.9286,2296.7097,8646.4333,10017.8333,6782.3077,0,0.1044,5696.7957
bed sheets,2900.1935,1981.8929,1451.6667,1384.8333,2417.6452,3237.4,2511.2143,1512.3871,1597.6667,2209.2333,2099.1154,0,0.0626,1941.9374
hdmi splitter,1467.129,1374.3929,1500.0667,1893.2333,2206.7419,2433.1667,2002.7857,2030.0645,2326.8333,2740.5333,2720.9615,0,0.0688,1891.3257
beach umbrellas for sand,255059.7742,137108.5357,51417.4333,44199.4,16791.9677,36087.1333,7605.2143,11777.7419,17103.9667,33785.8333,68372.1923,0,0.0741,56609.0994
apron,3258.4516,3127.8929,2561.3,2304.1,2299.0,2405.8,2240.5,2226.5484,2110.8667,1966.6333,1643.0385,0,0.058,2178.6776
book ends,3911.5484,5877.0357,4365.4,5428.3333,4172.0645,2545.2667,1905.0357,1729.7419,1999.9667,3021.5,3115.3077,0,0.0746,3172.6001
baseball cap,6930.6129,5982.7143,3968.3667,3114.6333,3809.5806,3689.8667,1535.4643,2412.3871,2947.6333,3114.3667,3591.7308,0,0.0627,3424.7797
closet organizer,1285.3226,2982.8214,2223.2333,1124.8667,471.0323,298.2333,1196.1071,1600.4839,920.1333,1268.9667,1301.1154,0,0.0681,1222.693
downloader,2071.0645,2907.5714,1160.7333,1354.8,2737.8065,1744.1667,1053.8571,1191.7097,1226.5667,1774.8333,1128.3462,0,0.0676,1529.288
sofa covers,21030.9032,24214.5357,17148.8333,20116.5333,21406.9032,18406.6333,2364.5,1996.6129,1844.2333,2073.6667,1937.3077,0,0.1537,11045.0552
chapstick,1310.8387,1135.2857,1660.7667,1664.6,2221.9355,2477.9,2333.6429,2138.3226,1946.1333,1656.1,1011.7692,0,0.0721,1629.7745
pool noodles,29687.1613,23928.8929,16415.7333,14511.1667,8582.7419,5242.7667,2631.75,3075.7097,3457.0333,4090.6333,5061.3462,0,0.0918,9723.7446
jurassic world toys,3222.3548,2607.3214,2752.0,3479.4667,2932.7097,1850.6667,1739.4286,2252.5806,2311.9667,1829.9333,1599.8462,0,0.0645,2214.8562
drones with camera for adults 4k,46587.6774,8846.7857,5450.2333,4399.5333,3696.2258,1948.1333,2426.8571,2064.8387,2039.2,2475.1333,1749.9615,0,0.0684,6807.0483
pirates of the caribbean,4076.2258,2717.3929,2748.7333,3394.9333,3048.7742,2465.6,1613.7857,2323.3548,3728.8333,6080.8,7347.6538,0,0.0633,3295.5073
goth accessories,2159.2258,2747.7857,2387.6,2021.5667,1737.5161,1883.5667,1569.3929,1654.4194,1912.4333,1997.2667,2118.4615,0,0.0538,1849.1029
necklaces,4745.9677,5768.1429,4780.9,4222.9667,3145.0,2152.3667,1896.4286,1481.6452,843.4333,1541.4333,831.9231,0,0.0961,2617.5173
entertainment center,802.0968,1166.7857,804.5333,1248.9667,1307.9032,2640.9333,2383.8929,1222.9032,1294.1667,1524.2,1419.0,0,0.0626,1317.9485
queen bed,3699.8065,2385.5,1811.0333,1508.9333,1496.2258,1888.8333,1724.6786,2000.7097,2612.8667,3135.7667,3189.1923,0,0.0643,2121.1288
cherry pitter,63553.0968,78143.3571,79213.6333,55756.9667,17704.0,7316.6667,1667.9286,6252.5161,37048.1333,97170.9667,77560.5,0,0.1246,43448.9804
door lock,2422.871,2431.6071,2441.6333,2074.7667,1957.5161,1835.9667,1800.9286,1782.7419,2027.2667,2040.8667,2817.6923,0,0.0561,1969.4881
golf tees,8908.8387,8148.2857,3493.8667,2042.0333,1775.0323,1665.1667,1968.9286,2240.5484,2372.9,3576.4667,5046.0769,0,0.0831,3436.512
nmn,17027.4516,8676.9286,11558.1,8755.6667,9900.0645,2504.6667,2140.7857,2181.2903,3405.4333,4058.7,11450.6923,0,0.0841,6804.9816
car vacuum,2802.1935,2448.8571,1651.0,1701.3333,1706.7419,1928.6333,2289.3929,2127.871,2106.4,2644.8667,2403.7692,0,0.0619,1984.2549
rtx,3485.6452,2141.0357,1788.1333,1255.6667,2501.6129,1878.8333,2206.6071,4566.3226,3919.4333,3744.4667,6000.6538,0,0.067,2790.7009
lucid dreaming mask,250463.0968,252849.9643,239409.6333,214513.5667,281957.2903,132463.0333,50261.2857,45053.8387,49946.6667,108804.6,128388.8462,0,0.1111,146175.9852
jump rope,651.8065,714.6429,471.2333,1183.5333,1812.3226,1149.9667,1453.3214,949.6452,1369.3333,2084.0667,1760.7692,0,0.0783,1133.3868
weight bench,931.3226,1100.3571,1002.3,1229.6667,2373.9355,2791.8,1691.7857,1732.4516,2296.1,2532.8,2243.6538,0,0.0804,1660.5144
fire tv stick,9159.1613,13030.0714,9442.4333,13415.6667,10334.5484,9431.9667,2720.0357,1568.8065,5289.0,10902.6,12451.0769,0,0.1084,8145.4472
galaxy s21 ultra case,35847.4839,2597.0,2727.4,4570.7333,6096.7097,3193.8,3396.4286,6627.8387,4563.2,4580.8667,5404.9231,0,0.0626,6633.8653
b,2458.8387,2401.3571,2759.8667,2958.8667,2314.6129,2608.6667,1540.7857,2270.2581,2197.7333,1801.5,1394.3077,0,0.0669,2058.8995
batteries,929.9032,1067.25,1204.7,1098.8,1264.6129,1887.0,1567.1429,968.5161,772.9667,689.7667,666.8846,0,0.0585,1009.7953
alexa echo dot,16143.9032,15339.0357,16426.8,16784.3333,15780.3548,12931.9,1650.9286,3031.1613,4865.6333,8817.6333,4410.2308,0,0.1395,9681.8262
logitech mouse,1561.2258,1757.1786,1952.1,2089.5333,2377.129,2133.4333,2065.6429,2153.2258,2684.5,3221.8667,2794.9615,0,0.0561,2065.8997
lounge sets for women,771.7419,925.9643,1515.0,2234.5667,2746.4839,3650.6667,2439.6786,1574.5806,1217.3,943.7667,754.4231,0,0.0726,1564.5144
accent chair,597.2903,587.1429,828.7667,1110.1333,1393.6452,1209.9667,1721.2857,1912.0,2983.8667,3491.6333,3220.3846,0,0.0947,1588.0096
mailbox,2713.9032,2736.4643,1688.4667,1642.1,1692.3226,1901.0667,1824.0,1996.9677,1895.7333,2479.6667,3434.3846,0,0.0545,2000.423
cupcake stand,6632.4516,5500.1786,3412.4333,2516.8333,1678.4194,4586.4333,3133.75,2448.8387,2347.2333,3009.3667,5084.1923,0,0.0694,3362.5109
back to school,113802.2258,108604.9286,97007.9333,107838.4,107763.3548,54428.3,5174.75,2191.129,51752.4,145265.9,153882.4231,0,0.1162,78975.9787
my little pony,2435.5806,2059.2857,2116.0,2004.8333,2152.1935,2091.7667,1800.4286,2065.0,1752.3333,922.2667,875.9615,0,0.0788,1689.6375
audifonos bluetooth inalambricos,111266.3548,179028.6071,94604.3667,75200.8,73897.4516,12614.8333,1572.5714,1469.6774,2011.1,3033.4667,2035.8077,0,0.101,46394.5864
